idx	gene_id	task_id	system	subsystem	reactions
135	B3GNT4	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
136	B3GNT8	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
137	B3GNT8	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
138	B3GNT8	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
139	B3GNT3	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT310g|B3GNT311g|B3GNT312g|B3GNT313g|B3GNT314g|B3GNT315g|B3GNT31g|B3GNT32g|B3GNT33g|B3GNT34g|B3GNT35g|B3GNT39g
140	B3GNT3	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT310g|B3GNT311g|B3GNT312g|B3GNT313g|B3GNT314g|B3GNT315g|B3GNT31g|B3GNT32g|B3GNT33g|B3GNT34g|B3GNT35g|B3GNT39g
141	B3GNT3	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g|B3GNT310g|B3GNT311g|B3GNT312g|B3GNT313g|B3GNT314g|B3GNT315g|B3GNT31g|B3GNT32g|B3GNT33g|B3GNT34g|B3GNT35g|B3GNT39g
142	B4GAT1	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
143	B4GAT1	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
144	B4GAT1	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
145	B3GNTL1	192	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
146	B3GNTL1	193	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
147	B3GNTL1	195	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AG13T10g|AG13T11g|AG13T12g|AG13T13g|AG13T14g|AG13T15g|AG13T16g|AG13T17g|AG13T18g|AG13T1g|AG13T2g|AG13T3g|AG13T4g|AG13T5g|AG13T6g|AG13T7g|AG13T8g|AG13T9g
148	AGPAT1	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
149	AGPAT1	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
150	AGPAT1	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
151	AGPAT1	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
152	AGPAT1	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
153	AGPAT1	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
154	AGPAT4	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
155	AGPAT4	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
156	AGPAT4	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
157	AGPAT4	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
158	AGPAT4	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
159	AGPAT4	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
160	AGPAT5	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
161	AGPAT5	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
162	AGPAT5	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
163	AGPAT5	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
164	AGPAT5	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
165	AGPAT5	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
166	AGPAT2	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
167	AGPAT2	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
168	AGPAT2	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
169	AGPAT2	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
170	AGPAT2	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
171	AGPAT2	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
172	MBOAT2	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1|GPAM_hs
173	MBOAT2	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1|GPAM_hs
174	MBOAT2	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1|GPAM_hs
175	MBOAT2	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1|GPAM_hs
176	MBOAT2	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1|GPAM_hs
177	MBOAT2	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1|GPAM_hs
178	AGPAT3	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
179	AGPAT3	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
180	AGPAT3	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
181	AGPAT3	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
182	AGPAT3	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
183	AGPAT3	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
184	GPAT4	143	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
185	GPAT4	144	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
186	GPAT4	145	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
187	GPAT4	146	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
188	GPAT4	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	AGPAT1
189	GPAT4	148	LIPIDS METABOLISM	TRIACYLGLYCEROL METABOLISM	AGPAT1
190	AGXT	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	AGTix|SPTix|r0160
191	AHCYL1	81	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	AHC
192	AHCYL1	100	AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	AHC
193	AHCYL1	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	AHC
194	AHCY	81	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	AHC
195	AHCY	100	AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	AHC
196	AHCY	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	AHC
197	HEXB	185	GLYCAN METABOLISM	N-GLYCAN METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
198	HEXB	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
199	HEXB	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
200	HEXA	185	GLYCAN METABOLISM	N-GLYCAN METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
201	HEXA	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
202	HEXA	194	GLYCAN METABOLISM	KERATAN SULFATE METABOLISM	AHEXASE2ly|AHEXASEly|NACHEX10ly|NACHEX11ly|NACHEX12ly|NACHEX13ly|NACHEX14ly|NACHEX15ly|NACHEX16ly|NACHEX17ly|NACHEX18ly|NACHEX19ly|NACHEX20ly|NACHEX21ly|NACHEX22ly|NACHEX23ly|NACHEX24ly|NACHEX25ly|NACHEX26ly|NACHEX27ly|NACHEXA10ly|NACHEXA11ly|NACHEXA12ly|NACHEXA13ly|NACHEXA14ly|NACHEXA15ly|NACHEXA16ly|NACHEXA17ly|NACHEXA18ly|NACHEXA19ly|NACHEXA20ly|NACHEXA21ly|NACHEXA22ly|NACHEXA9ly
203	ATIC	9	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	AICART|IMPC
204	ATIC	11	NUCLEOTIDE METABOLISM	IMP SYNTHESIS / PURINE METABOLISM	AICART|IMPC
205	ATIC	13	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	AICART|IMPC
206	ATIC	15	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	AICART|IMPC
207	AKR1D1	169	LIPIDS METABOLISM	BILE ACID SYNTHESIS	AKR1D|AKR1D2
208	AKR1D1	170	LIPIDS METABOLISM	BILE ACID SYNTHESIS	AKR1D|AKR1D2
209	ALAS2	182	VITAMIN & COFACTOR METABOLISM	HEME METABOLISM	ALASm|r0196|r0517
210	ALAS1	182	VITAMIN & COFACTOR METABOLISM	HEME METABOLISM	ALASm|r0196|r0517
211	ALDH3A2	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	ALDD21|ALDD2x|ALDD2y|BAMPPALDOX|GCALDD|LCADi|LCADi_D|r0392|r0393|r0464|r0549|r0642|r0643|r0688|r0758|RE3012R|FAOXOHC16C16DCc
212	ALDH1A1	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	ALDD2x|BAMPPALDOX|GCALDD|LCADi|LCADi_D
213	ALDH7A1	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	ALDD2x|BAMPPALDOX|GCALDD|LCADi|LCADi_D|r0392|r0393|r0464|r0549|r0552|r0553|r0594|r0642|r0643|r0688|r0758|RE3346M
214	ALDH1A2	59	CARBOHYDRATES METABOLISM	GLYOXYLATE METABOLISM	ALDD2x|ALDD2y|BAMPPALDOX|GCALDD|LCADi|LCADi_D
215	GNE	49	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	AMANK|UAG2EMAi|r0113
216	ASL	66	AMINO ACIDS METABOLISM	ARGININE METABOLISM	ARGSL
217	ASL	74	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	ARGSL
218	ASS1	66	AMINO ACIDS METABOLISM	ARGININE METABOLISM	ARGSS
219	ASS1	74	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	ARGSS
220	ASNS	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	ASNS1
221	ASNS	76	AMINO ACIDS METABOLISM	ASPARTATE METABOLISM	ASNS1
222	CAD	10	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	ASPCTr|CBPS|DHORTS
223	CAD	12	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	ASPCTr|CBPS|DHORTS
224	CAD	14	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ASPCTr|CBPS|DHORTS
225	CAD	16	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ASPCTr|CBPS|DHORTS
226	CAD	17	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	ASPCTr|CBPS|DHORTS
227	MANBA	185	GLYCAN METABOLISM	N-GLYCAN METABOLISM	B_MANNASEly
228	MANBA	188	GLYCAN METABOLISM	N-GLYCAN METABOLISM	B_MANNASEly
229	B3GALNT1	174	LIPIDS METABOLISM	GLOBOSIDE METABOLISM	B3GALT3g
230	BAAT	169	LIPIDS METABOLISM	BILE ACID SYNTHESIS	BAAT1x|BAAT2x|BAAT4x|r0629|r0630|r0797|RE0578C|RE0579C|RE1834C|RE1835C|RE2649C
231	BAAT	170	LIPIDS METABOLISM	BILE ACID SYNTHESIS	BAAT1x|BAAT2x|BAAT4x|r0629|r0630|r0797|RE0578C|RE0579C|RE1834C|RE1835C|RE2649C
232	UPB1	25	NUCLEOTIDE METABOLISM	PYRIMIDINE CATABOLISM	BUP2|UPPN
233	TM7SF2	138	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	C14STRr
234	NSDHL	138	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	C3STDH1Pr|C3STDH1r|C4STMO2Pr|C4STMO2r
235	HSD17B4	169	LIPIDS METABOLISM	BILE ACID SYNTHESIS	C3STKR2r|FAOXC180x|FAOXC183806x|FAOXC200180x|FAOXC2051843x|FAOXC2242046x|FAOXC2251836x|FAOXC2252053x|FAOXC226205x|HSD17B42x|HSD17B4x|r0715|r0719|r0723|r0743|r0744|r1477|RE0512M|RE0512X|RE1525X|RE1526X|RE1527X|RE1573X|RE2987X|RE2991X|RE3005M|RE3250X|FAOXC101C8x|FAOXC102C81x|FAOXC10DCC8DCx|FAOXC121C10x|FAOXC123C102x|FAOXC12DCC10DCx|FAOXC141C121x|FAOXC142C122x|FAOXC143C123x|FAOXC14DCC12DCx|FAOXC161C141x|FAOXC163C142x|FAOXC164C143x|FAOXC16DCC14DCx|FAOXC181C161x|FAOXC184C163x|FAOXC184C164x|FAOXC201C181x|FAOXC205C184x|FAOXC221C201x|FAOXC225C204x|FAOXC241C221x|FAOXC61C4x|FAOXC6C4x|FAOXC6DCC4DCx|FAOXC81C61x|FAOXC8C6x|FAOXC8DCC6DCx|FOAXC122C101x|FAOXC10080x|FAOXC101_4Zx|FAOXC120100x|FAOXC122_3Z_6Zx|FAOXC140120x|FAOXC142_5Z_8Zx|FAOXC160140x|FAOXC163_4Z_7Z_10Zx|FAOXC183_6Z_9Z_12Zx|FAOXC184_3Z_6Z_9Z_12Zx|FAOXC201181x|FAOXC204_5Z_8Z_11Z_14Zx|FAOXC221201x|FAOXC225_4Z_7Z_10Z_13Z_16Zx|FAOXC241221x
236	HSD17B4	170	LIPIDS METABOLISM	BILE ACID SYNTHESIS	C3STKR2r|FAOXC180x|FAOXC183806x|FAOXC200180x|FAOXC2051843x|FAOXC2242046x|FAOXC2251836x|FAOXC2252053x|FAOXC226205x|HSD17B42x|HSD17B4x|r0715|r0719|r0723|r0743|r0744|r1477|RE0512M|RE0512X|RE1525X|RE1526X|RE1527X|RE1573X|RE2987X|RE2991X|RE3005M|RE3250X|FAOXC101C8x|FAOXC102C81x|FAOXC10DCC8DCx|FAOXC121C10x|FAOXC123C102x|FAOXC12DCC10DCx|FAOXC141C121x|FAOXC142C122x|FAOXC143C123x|FAOXC14DCC12DCx|FAOXC161C141x|FAOXC163C142x|FAOXC164C143x|FAOXC16DCC14DCx|FAOXC181C161x|FAOXC184C163x|FAOXC184C164x|FAOXC201C181x|FAOXC205C184x|FAOXC221C201x|FAOXC225C204x|FAOXC241C221x|FAOXC61C4x|FAOXC6C4x|FAOXC6DCC4DCx|FAOXC81C61x|FAOXC8C6x|FAOXC8DCC6DCx|FOAXC122C101x|FAOXC10080x|FAOXC101_4Zx|FAOXC120100x|FAOXC122_3Z_6Zx|FAOXC140120x|FAOXC142_5Z_8Zx|FAOXC160140x|FAOXC163_4Z_7Z_10Zx|FAOXC183_6Z_9Z_12Zx|FAOXC184_3Z_6Z_9Z_12Zx|FAOXC201181x|FAOXC204_5Z_8Z_11Z_14Zx|FAOXC221201x|FAOXC225_4Z_7Z_10Z_13Z_16Zx|FAOXC241221x
237	MSMO1	138	LIPIDS METABOLISM	CHOLESTEROL METABOLISM	C4STMO1r|C4STMO2r
238	CAT	7	ENERGY METABOLISM	OXIDATIVE PHOSPHORYLATION & ROS DETOXIFICATION	CATm|CATp|r0010
239	CDIPT	56	CARBOHYDRATES METABOLISM	PHOSPHATE INOSITOL METABOLISM	CDIPTr
240	CRLS1	147	LIPIDS METABOLISM	GLYCEROPHOSPHOLIPID METABOLISM	CLS_hs
241	CMAS	48	CARBOHYDRATES METABOLISM	AMINO SUGARS METABOLISM	CMPSAS|CMPSASn|r0668
242	COQ3	178	VITAMIN & COFACTOR METABOLISM	UBIQUINONE 10 BIOSYNTHESIS	COQ3m|DHDPBMTm
243	COQ6	178	VITAMIN & COFACTOR METABOLISM	UBIQUINONE 10 BIOSYNTHESIS	COQ6m
244	COQ7	178	VITAMIN & COFACTOR METABOLISM	UBIQUINONE 10 BIOSYNTHESIS	COQ7m
245	GCNT1	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	CORE2GTg|CORE6GTg
246	GCNT4	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	CORE2GTg
247	GCNT3	189	GLYCAN METABOLISM	O-GLYCAN METABOLISM	CORE2GTg|CORE4GTg
248	GCNT3	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	CORE2GTg|CORE4GTg
249	B3GNT6	190	GLYCAN METABOLISM	O-GLYCAN METABOLISM	CORE3GTg
250	CPOX	182	VITAMIN & COFACTOR METABOLISM	HEME METABOLISM	CPPPGO
251	CS	4	ENERGY METABOLISM	KREBS CYCLE	CSm
252	CS	5	ENERGY METABOLISM	ATP GENERATION	CSm
253	CS	61	AMINO ACIDS METABOLISM	ALANINE METABOLISM	CSm
254	CS	70	AMINO ACIDS METABOLISM	ASPARAGINE METABOLISM	CSm
255	CS	77	AMINO ACIDS METABOLISM	BETA-ALANINE METABOLISM	CSm
256	CS	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	CSm
257	CS	119	AMINO ACIDS METABOLISM	PROLINE METABOLISM	CSm
258	CTPS1	10	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	CTPS1|CTPS2
259	CTPS1	14	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	CTPS1|CTPS2
260	CTPS2	10	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	CTPS1|CTPS2
261	CTPS2	14	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	CTPS1|CTPS2
262	CDO1	82	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	CYSO
263	CTH	81	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	CYSTGL|r0193
264	CTH	101	AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	CYSTGL|r0193
265	CTH	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	CYSTGL|r0193
266	CBS	81	AMINO ACIDS METABOLISM	CYSTEINE METABOLISM	CYSTS|r0210
267	CBS	101	AMINO ACIDS METABOLISM	HOMOCYSTEINE METABOLISM	CYSTS|r0210
268	CBS	108	AMINO ACIDS METABOLISM	METHIONINE METABOLISM	CYSTS|r0210
269	CMPK1	10	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	CYTK1|CYTK10|CYTK10n|CYTK11|CYTK11n|CYTK12|CYTK12n|CYTK13|CYTK13n|CYTK14|CYTK14n|CYTK1n|CYTK2|CYTK2n|CYTK3|CYTK3n|CYTK4|CYTK4n|CYTK5|CYTK5n|CYTK6|CYTK6n|CYTK7|CYTK7n|CYTK8|CYTK8n|CYTK9|CYTK9n|UMPK|UMPK2|UMPK2n|UMPK3|UMPK3n|UMPK4|UMPK4n|UMPK5|UMPK5n|UMPK6|UMPK6n|UMPK7|UMPK7n|UMPKn
270	CMPK1	12	NUCLEOTIDE METABOLISM	UMP SYNTHESIS	CYTK1|CYTK10|CYTK10n|CYTK11|CYTK11n|CYTK12|CYTK12n|CYTK13|CYTK13n|CYTK14|CYTK14n|CYTK1n|CYTK2|CYTK2n|CYTK3|CYTK3n|CYTK4|CYTK4n|CYTK5|CYTK5n|CYTK6|CYTK6n|CYTK7|CYTK7n|CYTK8|CYTK8n|CYTK9|CYTK9n|UMPK|UMPK2|UMPK2n|UMPK3|UMPK3n|UMPK4|UMPK4n|UMPK5|UMPK5n|UMPK6|UMPK6n|UMPK7|UMPK7n|UMPKn
271	CMPK1	14	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	CYTK1|CYTK10|CYTK10n|CYTK11|CYTK11n|CYTK12|CYTK12n|CYTK13|CYTK13n|CYTK14|CYTK14n|CYTK1n|CYTK2|CYTK2n|CYTK3|CYTK3n|CYTK4|CYTK4n|CYTK5|CYTK5n|CYTK6|CYTK6n|CYTK7|CYTK7n|CYTK8|CYTK8n|CYTK9|CYTK9n|UMPK|UMPK2|UMPK2n|UMPK3|UMPK3n|UMPK4|UMPK4n|UMPK5|UMPK5n|UMPK6|UMPK6n|UMPK7|UMPK7n|UMPKn
272	CMPK1	16	NUCLEOTIDE METABOLISM	DEOXYNUCLEOTIDES SYNTHESIS	CYTK1|CYTK10|CYTK10n|CYTK11|CYTK11n|CYTK12|CYTK12n|CYTK13|CYTK13n|CYTK14|CYTK14n|CYTK1n|CYTK2|CYTK2n|CYTK3|CYTK3n|CYTK4|CYTK4n|CYTK5|CYTK5n|CYTK6|CYTK6n|CYTK7|CYTK7n|CYTK8|CYTK8n|CYTK9|CYTK9n|UMPK|UMPK2|UMPK2n|UMPK3|UMPK3n|UMPK4|UMPK4n|UMPK5|UMPK5n|UMPK6|UMPK6n|UMPK7|UMPK7n|UMPKn
273	SCD	155	LIPIDS METABOLISM	FATTY ACID METABOLISM	DESAT16_2|DESAT18_3|DESAT18_4|DESAT18_5|r0510|r0511
274	SCD	157	LIPIDS METABOLISM	FATTY ACID METABOLISM	DESAT16_2|DESAT18_3|DESAT18_4|DESAT18_5|r0510|r0511
275	FADS2	161	LIPIDS METABOLISM	FATTY ACID METABOLISM	DESAT18_10|DESAT18_6|DESAT18_7|DESAT18_8|DESAT18_9
276	FADS1	161	LIPIDS METABOLISM	FATTY ACID METABOLISM	DESAT18_9|DESAT20_1|DESAT20_2
